2025-07-08 19:21:22,262 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 11:48:51,756 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:51,788 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:51,813 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:51,813 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 11:48:52,106 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 61.20, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,138 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,165 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,190 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,215 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 63.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,244 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,267 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,267 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 11:48:52,501 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,525 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,550 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,574 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,598 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,626 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,652 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,652 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 11:48:52,916 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 75.60, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,941 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 85.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,966 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 90.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:52,993 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 81.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,015 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 99.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,039 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 76.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,063 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,063 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 11:48:53,371 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 205.20, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,396 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 180.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,419 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 148.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,442 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,465 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,489 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 157.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,514 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 11:48:53,514 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:07,629 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,729 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 279.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,745 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 256.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,763 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,794 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 261.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,811 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,841 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:07,841 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:07,847 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:08,142 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,157 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,189 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,224 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,254 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,279 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,296 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,296 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:08,310 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:08,556 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 79.20, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,586 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 58.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,619 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 67.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,651 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 72.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,678 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,713 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,748 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 13:29:08,748 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:08,753 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,009 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 28.80, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,040 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,067 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,080 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,109 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,150 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 27.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,181 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,181 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,185 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,395 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,395 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,395 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '月曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,410 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,410 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,410 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '火曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,428 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,461 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,461 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,462 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '木曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,478 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,478 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,478 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '金曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,494 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,531 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,531 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,535 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,755 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,755 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,756 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '月曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,778 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,809 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,809 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,809 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '水曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,834 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,861 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,876 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,876 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,876 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '土曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:09,892 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:09,892 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:09,892 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:10,110 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,126 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,157 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,173 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,189 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,221 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,244 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 3.60, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,476 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,661 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 40.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,686 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,708 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,730 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,790 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,839 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '中央値'
2025-07-09 13:29:10,839 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:29:10,962 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:29:11,239 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 32.40, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,259 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,281 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,304 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,323 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,351 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,382 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 7.20, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '中央値'
2025-07-09 13:29:11,656 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '中央値'
